00:24:32:680 CMD DBGM     - ---- Debug Monitor List of the 5900 registered Modules ----------
00:24:32:680 CMD DBGM     -  # Symbol   Release - Module Name                      Filter Ta
00:24:32:687 CMD DBGM     - 756 pl1130   0.00.00 - UpperCnvr.pl1130                 000000 off
00:24:32:687 CMD DBGM     - 757 bm1130   0.00.00 - UpperCnvr.bm1130                 000000 off
00:24:32:687 CMD DBGM     - 758 bu10391  0.00.00 - UpperCnvr.bu10391                000000 off
00:24:32:687 CMD DBGM     - 759 bu10392  0.00.00 - UpperCnvr.bu10392                000000 off
00:24:32:687 CMD DBGM     - 760 bu10393  0.00.00 - UpperCnvr.bu10393                000000 off
00:24:32:687 CMD DBGM     - 761 pl1131   0.00.00 - UpperCnvr.pl1131                 000000 off
00:24:32:687 CMD DBGM     - 762 bm1131   0.00.00 - UpperCnvr.bm1131                 000000 off
00:24:32:687 CMD DBGM     - 763 bu10394  0.00.00 - UpperCnvr.bu10394                000000 off
00:24:32:687 CMD DBGM     - 764 bu10395  0.00.00 - UpperCnvr.bu10395                000000 off
--- ClientDBGM --- st TheContr FFFFFF
00:24:32:687 CMD DBGM     - 765 bu10396  0.00.00 - UpperCnvr.bu10396                000000 off
00:24:32:687 CMD DBGM     - 766 pl1132   0.00.00 - UpperCnvr.pl1132                 000000 off
00:24:32:687 CMD DBGM     - 767 bm1132   0.00.00 - UpperCnvr.bm1132                 000000 off
00:24:32:687 CMD DBGM     - 768 bu10397  0.00.00 - UpperCnvr.bu10397                000000 off
00:24:32:687 CMD DBGM     - 769 bu10398  0.00.00 - UpperCnvr.bu10398                000000 off
00:24:32:687 CMD DBGM     - 770 bu10399  0.00.00 - UpperCnvr.bu10399                000000 off
00:24:32:687 CMD DBGM     - 771 pl1133   0.00.00 - UpperCnvr.pl1133                 000000 off
00:24:32:687 CMD DBGM     - 772 bm1133   0.00.00 - UpperCnvr.bm1133                 000000 off
00:24:32:687 CMD DBGM     - 773 bu10400  0.00.00 - UpperCnvr.bu10400                000000 off
00:24:32:687 CMD DBGM     - 774 bu10401  0.00.00 - UpperCnvr.bu10401                000000 off
00:24:32:687 CMD DBGM     - 775 bu10402  0.00.00 - UpperCnvr.bu10402                000000 off
00:24:32:687 CMD DBGM     - 776 pl1134   0.00.00 - UpperCnvr.pl1134                 000000 off
00:24:32:687 CMD DBGM     - 777 bm1134   0.00.00 - UpperCnvr.bm1134                 000000 off
00:24:32:687 CMD DBGM     - 778 bu10403  0.00.00 - UpperCnvr.bu10403                000000 off
00:24:32:687 CMD DBGM     - 779 bu10404  0.00.00 - UpperCnvr.bu10404                000000 off
00:24:32:687 CMD DBGM     - 780 bu10405  0.00.00 - UpperCnvr.bu10405                000000 off
00:24:32:687 CMD DBGM     - 781 pl1135   0.00.00 - UpperCnvr.pl1135                 000000 off
00:24:32:687 CMD DBGM     - 782 bm1135   0.00.00 - UpperCnvr.bm1135                 000000 off
00:24:32:687 CMD DBGM     - 783 bu10406  0.00.00 - UpperCnvr.bu10406                000000 off
00:24:32:687 CMD DBGM     - 784 bu10407  0.00.00 - UpperCnvr.bu10407                000000 off
00:24:32:687 CMD DBGM     - 785 bu10408  0.00.00 - UpperCnvr.bu10408                000000 off
00:24:32:687 CMD DBGM     - 786 pl1136   0.00.00 - UpperCnvr.pl1136                 000000 off
00:24:32:687 CMD DBGM     - 787 bm1136   0.00.00 - UpperCnvr.bm1136                 000000 off
00:24:32:687 CMD DBGM     - 788 bu10409  0.00.00 - UpperCnvr.bu10409                000000 off
00:24:32:687 CMD DBGM     - 789 bu10410  0.00.00 - UpperCnvr.bu10410                000000 off
00:24:32:687 CMD DBGM     - 790 bu10411  0.00.00 - UpperCnvr.bu10411                000000 off
00:24:32:687 CMD DBGM     - 791 pl1137   0.00.00 - UpperCnvr.pl1137                 000000 off
00:24:32:687 CMD DBGM     - 792 bm1137   0.00.00 - UpperCnvr.bm1137                 000000 off
00:24:32:687 CMD DBGM     - 793 bu10412  0.00.00 - UpperCnvr.bu10412                000000 off
00:24:32:687 CMD DBGM     - 794 bu10413  0.00.00 - UpperCnvr.bu10413                000000 off
00:24:32:687 CMD DBGM     - 795 bu10414  0.00.00 - UpperCnvr.bu10414                000000 off
00:24:32:687 CMD DBGM     - 796 pl1138   0.00.00 - UpperCnvr.pl1138                 000000 off
00:24:32:687 CMD DBGM     - 797 bm1138   0.00.00 - UpperCnvr.bm1138                 000000 off
00:24:32:687 CMD DBGM     - 798 bu10415  0.00.00 - UpperCnvr.bu10415                000000 off
00:24:32:687 CMD DBGM     - 799 bu10416  0.00.00 - UpperCnvr.bu10416                000000 off
00:24:32:687 CMD DBGM     - 800 bu10417  0.00.00 - UpperCnvr.bu10417                000000 off
00:24:32:687 CMD DBGM     - 801 pl1139   0.00.00 - UpperCnvr.pl1139                 000000 off
00:24:32:687 CMD DBGM     - 802 bm1139   0.00.00 - UpperCnvr.bm1139                 000000 off
00:24:32:687 CMD DBGM     - 803 bu10418  0.00.00 - UpperCnvr.bu10418                000000 off
00:24:32:687 CMD DBGM     - 804 bu10419  0.00.00 - UpperCnvr.bu10419                000000 off
00:24:32:687 CMD DBGM     - 805 bu10420  0.00.00 - UpperCnvr.bu10420                000000 off
00:24:32:687 CMD DBGM     - 806 pl1140   0.00.00 - UpperCnvr.pl1140                 000000 off
00:24:32:687 CMD DBGM     - 807 bm1140   0.00.00 - UpperCnvr.bm1140                 000000 off
00:24:32:687 CMD DBGM     - 808 bu10421  0.00.00 - UpperCnvr.bu10421                000000 off
00:24:32:687 CMD DBGM     - 809 bu10422  0.00.00 - UpperCnvr.bu10422                000000 off
00:24:32:687 CMD DBGM     - 810 bu10423  0.00.00 - UpperCnvr.bu10423                000000 off
00:24:32:687 CMD DBGM     - 811 pl1141   0.00.00 - UpperCnvr.pl1141                 000000 off
00:24:32:687 CMD DBGM     - 812 bm1141   0.00.00 - UpperCnvr.bm1141                 000000 off
00:24:32:687 CMD DBGM     - 813 bu10424  0.00.00 - UpperCnvr.bu10424                000000 off
00:24:32:687 CMD DBGM     - 814 bu10425  0.00.00 - UpperCnvr.bu10425                000000 off
00:24:32:687 CMD DBGM     - 815 bu10426  0.00.00 - UpperCnvr.bu10426                000000 off
00:24:32:687 CMD DBGM     - 816 pl1142   0.00.00 - UpperCnvr.pl1142                 000000 off
00:24:32:687 CMD DBGM     - 817 bm1142   0.00.00 - UpperCnvr.bm1142                 000000 off
00:24:32:687 CMD DBGM     - 818 bu10427  0.00.00 - UpperCnvr.bu10427                000000 off
00:24:32:687 CMD DBGM     - 819 bu10428  0.00.00 - UpperCnvr.bu10428                000000 off
00:24:32:687 CMD DBGM     - 820 bu10429  0.00.00 - UpperCnvr.bu10429                000000 off
00:24:32:688 CMD DBGM     - 821 pl1143   0.00.00 - UpperCnvr.pl1143                 000000 off
00:24:32:688 CMD DBGM     - 822 bm1143   0.00.00 - UpperCnvr.bm1143                 000000 off
00:24:32:688 CMD DBGM     - 823 bu10430  0.00.00 - UpperCnvr.bu10430                000000 off
00:24:32:688 CMD DBGM     - 824 bu10431  0.00.00 - UpperCnvr.bu10431                000000 off
00:24:32:688 CMD DBGM     - 825 bu10432  0.00.00 - UpperCnvr.bu10432                000000 off
00:24:32:688 CMD DBGM     - 826 pl1144   0.00.00 - UpperCnvr.pl1144                 000000 off
00:24:32:688 CMD DBGM     - 827 bm1144   0.00.00 - UpperCnvr.bm1144                 000000 off
00:24:32:688 CMD DBGM     - 828 bu10433  0.00.00 - UpperCnvr.bu10433                000000 off
00:24:32:688 CMD DBGM     - 829 bu10434  0.00.00 - UpperCnvr.bu10434                000000 off
00:24:32:688 CMD DBGM     - 830 bu10435  0.00.00 - UpperCnvr.bu10435                000000 off
00:24:32:688 CMD DBGM     - 831 pl1145   0.00.00 - UpperCnvr.pl1145                 000000 off
00:24:32:688 CMD DBGM     - 832 bm1145   0.00.00 - UpperCnvr.bm1145                 000000 off
00:24:32:688 CMD DBGM     - 833 bu10436  0.00.00 - UpperCnvr.bu10436                000000 off
00:24:32:688 CMD DBGM     - 834 bu10437  0.00.00 - UpperCnvr.bu10437                000000 off
00:24:32:688 CMD DBGM     - 835 bu10438  0.00.00 - UpperCnvr.bu10438                000000 off
00:24:32:688 CMD DBGM     - 836 pl1146   0.00.00 - UpperCnvr.pl1146                 000000 off
00:24:32:688 CMD DBGM     - 837 bm1146   0.00.00 - UpperCnvr.bm1146                 000000 off
00:24:32:688 CMD DBGM     - 838 bu10439  0.00.00 - UpperCnvr.bu10439                000000 off
00:24:32:688 CMD DBGM     - 839 bu10440  0.00.00 - UpperCnvr.bu10440                000000 off
00:24:32:688 CMD DBGM     - 840 bu10441  0.00.00 - UpperCnvr.bu10441                000000 off
00:24:32:688 CMD DBGM     - 841 pl1147   0.00.00 - UpperCnvr.pl1147                 000000 off
00:24:32:688 CMD DBGM     - 842 bm1147   0.00.00 - UpperCnvr.bm1147                 000000 off
00:24:32:688 CMD DBGM     - 843 bu10442  0.00.00 - UpperCnvr.bu10442                000000 off
00:24:32:688 CMD DBGM     - 844 bu10443  0.00.00 - UpperCnvr.bu10443                000000 off
00:24:32:688 CMD DBGM     - 845 bu10444  0.00.00 - UpperCnvr.bu10444                000000 off
00:24:32:688 CMD DBGM     - 846 pl1148   0.00.00 - UpperCnvr.pl1148                 000000 off
00:24:32:688 CMD DBGM     - 847 bm1148   0.00.00 - UpperCnvr.bm1148                 000000 off
00:24:32:688 CMD DBGM     - 848 bu10445  0.00.00 - UpperCnvr.bu10445                000000 off
00:24:32:688 CMD DBGM     - 849 bu10446  0.00.00 - UpperCnvr.bu10446                000000 off
00:24:32:688 CMD DBGM     - 850 bu10447  0.00.00 - UpperCnvr.bu10447                000000 off
00:24:32:688 CMD DBGM     - 851 pl1149   0.00.00 - UpperCnvr.pl1149                 000000 off
00:24:32:688 CMD DBGM     - 852 bm1149   0.00.00 - UpperCnvr.bm1149                 000000 off
00:24:32:688 CMD DBGM     - 853 bu10448  0.00.00 - UpperCnvr.bu10448                000000 off
00:24:32:688 CMD DBGM     - 854 bu10449  0.00.00 - UpperCnvr.bu10449                000000 off
00:24:32:688 CMD DBGM     - 855 bu10450  0.00.00 - UpperCnvr.bu10450                000000 off
00:24:32:688 CMD DBGM     - 856 pl1150   0.00.00 - UpperCnvr.pl1150                 000000 off
--- ClientDBGM --- ti on
00:24:32:688 CMD DBGM     - 857 bm1150   0.00.00 - UpperCnvr.bm1150                 000000 off
00:24:32:688 CMD DBGM     - 858 bu10451  0.00.00 - UpperCnvr.bu10451                000000 off
00:24:32:688 CMD DBGM     - 859 bu10452  0.00.00 - UpperCnvr.bu10452                000000 off
00:24:32:688 CMD DBGM     - 860 bu10453  0.00.00 - UpperCnvr.bu10453                000000 off
00:24:32:688 CMD DBGM     - 861 pl1151   0.00.00 - UpperCnvr.pl1151                 000000 off
00:24:32:688 CMD DBGM     - 862 bm1151   0.00.00 - UpperCnvr.bm1151                 000000 off
00:24:32:688 CMD DBGM     - 863 bu10454  0.00.00 - UpperCnvr.bu10454                000000 off
00:24:32:688 CMD DBGM     - 864 bu10455  0.00.00 - UpperCnvr.bu10455                000000 off
00:24:32:688 CMD DBGM     - 865 bu10456  0.00.00 - UpperCnvr.bu10456                000000 off
00:24:32:688 CMD DBGM     - 866 pl1152   0.00.00 - UpperCnvr.pl1152                 000000 off
00:24:32:688 CMD DBGM     - 867 bm1152   0.00.00 - UpperCnvr.bm1152                 000000 off
00:24:32:688 CMD DBGM     - 868 bu10457  0.00.00 - UpperCnvr.bu10457                000000 off
00:24:32:688 CMD DBGM     - 869 bu10458  0.00.00 - UpperCnvr.bu10458                000000 off
00:24:32:688 CMD DBGM     - 870 bu10459  0.00.00 - UpperCnvr.bu10459                000000 off
00:24:32:688 CMD DBGM     - 871 pl1153   0.00.00 - UpperCnvr.pl1153                 000000 off
00:24:32:688 CMD DBGM     - 872 bm1153   0.00.00 - UpperCnvr.bm1153                 000000 off
00:24:32:688 CMD DBGM     - 873 bu10460  0.00.00 - UpperCnvr.bu10460                000000 off
00:24:32:690 CMD DBGM     - 874 bu10461  0.00.00 - UpperCnvr.bu10461                000000 off
00:24:32:690 CMD DBGM     - 875 bu10462  0.00.00 - UpperCnvr.bu10462                000000 off
00:24:32:690 CMD DBGM     - 876 pl1154   0.00.00 - UpperCnvr.pl1154                 000000 off
00:24:32:690 CMD DBGM     - 877 bm1154   0.00.00 - UpperCnvr.bm1154                 000000 off
00:24:32:690 CMD DBGM     - 878 bu10463  0.00.00 - UpperCnvr.bu10463                000000 off
00:24:32:690 CMD DBGM     - 879 bu10464  0.00.00 - UpperCnvr.bu10464                000000 off
00:24:32:690 CMD DBGM     - 880 bu10465  0.00.00 - UpperCnvr.bu10465                000000 off
00:24:32:690 CMD DBGM     - 881 pl1155   0.00.00 - UpperCnvr.pl1155                 000000 off
00:24:32:690 CMD DBGM     - 882 bm1155   0.00.00 - UpperCnvr.bm1155                 000000 off
00:24:32:690 CMD DBGM     - 883 bu10466  0.00.00 - UpperCnvr.bu10466                000000 off
00:24:32:690 CMD DBGM     - 884 bu10467  0.00.00 - UpperCnvr.bu10467                000000 off
00:24:32:690 CMD DBGM     - 885 bu10468  0.00.00 - UpperCnvr.bu10468                000000 off
00:24:32:690 CMD DBGM     - 886 pl1156   0.00.00 - UpperCnvr.pl1156                 000000 off
00:24:32:690 CMD DBGM     - 887 bm1156   0.00.00 - UpperCnvr.bm1156                 000000 off
00:24:32:690 CMD DBGM     - 888 bu10469  0.00.00 - UpperCnvr.bu10469                000000 off
00:24:32:690 CMD DBGM     - 889 bu10470  0.00.00 - UpperCnvr.bu10470                000000 off
00:24:32:690 CMD DBGM     - 890 bu10471  0.00.00 - UpperCnvr.bu10471                000000 off
00:24:32:690 CMD DBGM     - 891 pl1157   0.00.00 - UpperCnvr.pl1157                 000000 off
00:24:32:690 CMD DBGM     - 892 bm1157   0.00.00 - UpperCnvr.bm1157                 000000 off
00:24:32:690 CMD DBGM     - 893 bu10472  0.00.00 - UpperCnvr.bu10472                000000 off
00:24:32:690 CMD DBGM     - 894 bu10473  0.00.00 - UpperCnvr.bu10473                000000 off
00:24:32:690 CMD DBGM     - 895 bu10474  0.00.00 - UpperCnvr.bu10474                000000 off
00:24:32:690 CMD DBGM     - 896 pl1158   0.00.00 - UpperCnvr.pl1158                 000000 off
00:24:32:690 CMD DBGM     - 897 bm1158   0.00.00 - UpperCnvr.bm1158                 000000 off
00:24:32:690 CMD DBGM     - 898 bu10475  0.00.00 - UpperCnvr.bu10475                000000 off
00:24:32:690 CMD DBGM     - 899 bu10476  0.00.00 - UpperCnvr.bu10476                000000 off
00:24:32:690 CMD DBGM     - 900 bu10477  0.00.00 - UpperCnvr.bu10477                000000 off
00:24:32:690 CMD DBGM     - 901 pl1159   0.00.00 - UpperCnvr.pl1159                 000000 off
00:24:32:690 CMD DBGM     - 902 bm1159   0.00.00 - UpperCnvr.bm1159                 000000 off
00:24:32:690 CMD DBGM     - 903 bu10478  0.00.00 - UpperCnvr.bu10478                000000 off
00:24:32:690 CMD DBGM     - 904 bu10479  0.00.00 - UpperCnvr.bu10479                000000 off
00:24:32:690 CMD DBGM     - 905 bu10480  0.00.00 - UpperCnvr.bu10480                000000 off
00:24:32:690 CMD DBGM     - 906 pl1160   0.00.00 - UpperCnvr.pl1160                 000000 off
00:24:32:690 CMD DBGM     - 907 bm1160   0.00.00 - UpperCnvr.bm1160                 000000 off
00:24:32:690 CMD DBGM     - 908 bu10481  0.00.00 - UpperCnvr.bu10481                000000 off
00:24:32:690 CMD DBGM     - 909 bu10482  0.00.00 - UpperCnvr.bu10482                000000 off
00:24:32:690 CMD DBGM     - 910 bu10483  0.00.00 - UpperCnvr.bu10483                000000 off
00:24:32:690 CMD DBGM     - 911 pl1161   0.00.00 - UpperCnvr.pl1161                 000000 off
00:24:32:690 CMD DBGM     - 912 bm1161   0.00.00 - UpperCnvr.bm1161                 000000 off
00:24:32:690 CMD DBGM     - 913 bu10484  0.00.00 - UpperCnvr.bu10484                000000 off
00:24:32:690 CMD DBGM     - 914 bu10485  0.00.00 - UpperCnvr.bu10485                000000 off
00:24:32:690 CMD DBGM     - 915 bu10486  0.00.00 - UpperCnvr.bu10486                000000 off
00:24:32:690 CMD DBGM     - 916 pl1162   0.00.00 - UpperCnvr.pl1162                 000000 off
00:24:32:690 CMD DBGM     - 917 bm1162   0.00.00 - UpperCnvr.bm1162                 000000 off
00:24:32:690 CMD DBGM     - 918 bu10487  0.00.00 - UpperCnvr.bu10487                000000 off
00:24:32:690 CMD DBGM     - 919 bu10488  0.00.00 - UpperCnvr.bu10488                000000 off
00:24:32:690 CMD DBGM     - 920 bu10489  0.00.00 - UpperCnvr.bu10489                000000 off
00:24:32:690 CMD DBGM     - 921 pl1163   0.00.00 - UpperCnvr.pl1163                 000000 off
00:24:32:690 CMD DBGM     - 922 bm1163   0.00.00 - UpperCnvr.bm1163                 000000 off
00:24:32:690 CMD DBGM     - 923 bu10490  0.00.00 - UpperCnvr.bu10490                000000 off
00:24:32:690 CMD DBGM     - 924 bu10491  0.00.00 - UpperCnvr.bu10491                000000 off
00:24:32:690 CMD DBGM     - 925 bu10492  0.00.00 - UpperCnvr.bu10492                000000 off
00:24:32:690 CMD DBGM     - 926 pl1164   0.00.00 - UpperCnvr.pl1164                 000000 off
00:24:32:690 CMD DBGM     - 927 bm1164   0.00.00 - UpperCnvr.bm1164                 000000 off
00:24:32:690 CMD DBGM     - 928 bu10493  0.00.00 - UpperCnvr.bu10493                000000 off
00:24:32:690 CMD DBGM     - 929 bu10494  0.00.00 - UpperCnvr.bu10494                000000 off
00:24:32:690 CMD DBGM     - 930 bu10495  0.00.00 - UpperCnvr.bu10495                000000 off
00:24:32:690 CMD DBGM     - 931 pl1165   0.00.00 - UpperCnvr.pl1165                 000000 off
00:24:32:690 CMD DBGM     - 932 bm1165   0.00.00 - UpperCnvr.bm1165                 000000 off
00:24:32:690 CMD DBGM     - 933 bu10496  0.00.00 - UpperCnvr.bu10496                000000 off
00:24:32:690 CMD DBGM     - 934 bu10497  0.00.00 - UpperCnvr.bu10497                000000 off
00:24:32:690 CMD DBGM     - 935 bu10498  0.00.00 - UpperCnvr.bu10498                000000 off
00:24:32:690 CMD DBGM     - 936 pl1166   0.00.00 - UpperCnvr.pl1166                 000000 off
00:24:32:690 CMD DBGM     - 937 bm1166   0.00.00 - UpperCnvr.bm1166                 000000 off
00:24:32:690 CMD DBGM     - 938 bu10499  0.00.00 - UpperCnvr.bu10499                000000 off
00:24:32:690 CMD DBGM     - 939 bu10500  0.00.00 - UpperCnvr.bu10500                000000 off
00:24:32:690 CMD DBGM     - 940 bu10501  0.00.00 - UpperCnvr.bu10501                000000 off
00:24:32:690 CMD DBGM     - 941 pl1167   0.00.00 - UpperCnvr.pl1167                 000000 off
00:24:32:690 CMD DBGM     - 942 bm1167   0.00.00 - UpperCnvr.bm1167                 000000 off
00:24:32:690 CMD DBGM     - 943 bu10502  0.00.00 - UpperCnvr.bu10502                000000 off
00:24:32:690 CMD DBGM     - 944 bu10503  0.00.00 - UpperCnvr.bu10503                000000 off
00:24:32:690 CMD DBGM     - 945 bu10504  0.00.00 - UpperCnvr.bu10504                000000 off
00:24:32:690 CMD DBGM     - 946 pl1168   0.00.00 - UpperCnvr.pl1168                 000000 off
--- ClientDBGM --- ta ... on
00:24:32:690 CMD DBGM     - 947 bm1168   0.00.00 - UpperCnvr.bm1168                 000000 off
