03:56:47:102 CMD DBGM     - Commands Sent By Default To Module DBGM
03:56:47:105 CMD DBGM     - 455 DT_UB023 0.00.00 - ETACS_UL.AE_UB023.DT_UB023       000000 off
03:56:47:105 CMD DBGM     - 456 SD_UB023 0.00.00 - ETACS_UL.AE_UB023.SD_UB023       000000 off
03:56:47:105 CMD DBGM     - 457 AE_UB022 0.00.00 - ETAC_Upp.ETACS_UL.AE_UB022       000000 off
03:56:47:105 CMD DBGM     - 458 DT_UB022 0.00.00 - ETACS_UL.AE_UB022.DT_UB022       000000 off
03:56:47:105 CMD DBGM     - 459 SD_UB022 0.00.00 - ETACS_UL.AE_UB022.SD_UB022       000000 off
03:56:47:105 CMD DBGM     - 460 AE_UB021 0.00.00 - ETAC_Upp.ETACS_UL.AE_UB021       000000 off
03:56:47:105 CMD DBGM     - 461 DT_UB021 0.00.00 - ETACS_UL.AE_UB021.DT_UB021       000000 off
03:56:47:105 CMD DBGM     - 462 SD_UB021 0.00.00 - ETACS_UL.AE_UB021.SD_UB021       000000 off
03:56:47:105 CMD DBGM     - 463 AE_UB020 0.00.00 - ETAC_Upp.ETACS_UL.AE_UB020       000000 off
03:56:47:105 CMD DBGM     - 464 DT_UB020 0.00.00 - ETACS_UL.AE_UB020.DT_UB020       000000 off
03:56:47:105 CMD DBGM     - 465 SD_UB020 0.00.00 - ETACS_UL.AE_UB020.SD_UB020       000000 off
03:56:47:105 CMD DBGM     - 466 AE_UB019 0.00.00 - ETAC_Upp.ETACS_UL.AE_UB019       000000 off
03:56:47:105 CMD DBGM     - 467 DT_UB019 0.00.00 - ETACS_UL.AE_UB019.DT_UB019       000000 off
03:56:47:105 CMD DBGM     - 468 SD_UB019 0.00.00 - ETACS_UL.AE_UB019.SD_UB019       000000 off
03:56:47:105 CMD DBGM     - 469 AE_UB018 0.00.00 - ETAC_Upp.ETACS_UL.AE_UB018       000000 off
03:56:47:105 CMD DBGM     - 470 DT_UB018 0.00.00 - ETACS_UL.AE_UB018.DT_UB018       000000 off
03:56:47:105 CMD DBGM     - 471 SD_UB018 0.00.00 - ETACS_UL.AE_UB018.SD_UB018       000000 off
03:56:47:105 CMD DBGM     - 472 AE_UB017 0.00.00 - ETAC_Upp.ETACS_UL.AE_UB017       000000 off
03:56:47:105 CMD DBGM     - 473 DT_UB017 0.00.00 - ETACS_UL.AE_UB017.DT_UB017       000000 off
03:56:47:105 CMD DBGM     - 474 SD_UB017 0.00.00 - ETACS_UL.AE_UB017.SD_UB017       000000 off
03:56:47:105 CMD DBGM     - 475 AE_UB016 0.00.00 - ETAC_Upp.ETACS_UL.AE_UB016       000000 off
03:56:47:105 CMD DBGM     - 476 DT_UB016 0.00.00 - ETACS_UL.AE_UB016.DT_UB016       000000 off
03:56:47:105 CMD DBGM     - 477 SD_UB016 0.00.00 - ETACS_UL.AE_UB016.SD_UB016       000000 off
03:56:47:105 CMD DBGM     - 478 AE_UB015 0.00.00 - ETAC_Upp.ETACS_UL.AE_UB015       000000 off
03:56:47:105 CMD DBGM     - 479 DT_UB015 0.00.00 - ETACS_UL.AE_UB015.DT_UB015       000000 off
03:56:47:105 CMD DBGM     - 480 SD_UB015 0.00.00 - ETACS_UL.AE_UB015.SD_UB015       000000 off
03:56:47:105 CMD DBGM     - 481 AE_UB014 0.00.00 - ETAC_Upp.ETACS_UL.AE_UB014       000000 off
03:56:47:105 CMD DBGM     - 482 DT_UB014 0.00.00 - ETACS_UL.AE_UB014.DT_UB014       000000 off
03:56:47:105 CMD DBGM     - 483 SD_UB014 0.00.00 - ETACS_UL.AE_UB014.SD_UB014       000000 off
03:56:47:105 CMD DBGM     - 484 AE_UB013 0.00.00 - ETAC_Upp.ETACS_UL.AE_UB013       000000 off
03:56:47:105 CMD DBGM     - 485 DT_UB013 0.00.00 - ETACS_UL.AE_UB013.DT_UB013       000000 off
03:56:47:105 CMD DBGM     - 486 SD_UB013 0.00.00 - ETACS_UL.AE_UB013.SD_UB013       000000 off
03:56:47:105 CMD DBGM     - 487 AE_UB012 0.00.00 - ETAC_Upp.ETACS_UL.AE_UB012       000000 off
03:56:47:105 CMD DBGM     - 488 DT_UB012 0.00.00 - ETACS_UL.AE_UB012.DT_UB012       000000 off
03:56:47:105 CMD DBGM     - 489 SD_UB012 0.00.00 - ETACS_UL.AE_UB012.SD_UB012       000000 off
03:56:47:105 CMD DBGM     - 490 AE_UB011 0.00.00 - ETAC_Upp.ETACS_UL.AE_UB011       000000 off
03:56:47:105 CMD DBGM     - 491 DT_UB011 0.00.00 - ETACS_UL.AE_UB011.DT_UB011       000000 off
03:56:47:105 CMD DBGM     - 492 SD_UB011 0.00.00 - ETACS_UL.AE_UB011.SD_UB011       000000 off
03:56:47:105 CMD DBGM     - 493 AE_UB010 0.00.00 - ETAC_Upp.ETACS_UL.AE_UB010       000000 off
03:56:47:105 CMD DBGM     - 494 DT_UB010 0.00.00 - ETACS_UL.AE_UB010.DT_UB010       000000 off
03:56:47:105 CMD DBGM     - 495 SD_UB010 0.00.00 - ETACS_UL.AE_UB010.SD_UB010       000000 off
03:56:47:105 CMD DBGM     - 496 AE_UB009 0.00.00 - ETAC_Upp.ETACS_UL.AE_UB009       000000 off
03:56:47:105 CMD DBGM     - 497 DT_UB009 0.00.00 - ETACS_UL.AE_UB009.DT_UB009       000000 off
03:56:47:105 CMD DBGM     - 498 SD_UB009 0.00.00 - ETACS_UL.AE_UB009.SD_UB009       000000 off
03:56:47:105 CMD DBGM     - 499 AE_UB008 0.00.00 - ETAC_Upp.ETACS_UL.AE_UB008       000000 off
03:56:47:105 CMD DBGM     - 500 DT_UB008 0.00.00 - ETACS_UL.AE_UB008.DT_UB008       000000 off
03:56:47:105 CMD DBGM     - 501 SD_UB008 0.00.00 - ETACS_UL.AE_UB008.SD_UB008       000000 off
03:56:47:105 CMD DBGM     - 502 AE_UB007 0.00.00 - ETAC_Upp.ETACS_UL.AE_UB007       000000 off
03:56:47:105 CMD DBGM     - 503 DT_UB007 0.00.00 - ETACS_UL.AE_UB007.DT_UB007       000000 off
03:56:47:105 CMD DBGM     - 504 SD_UB007 0.00.00 - ETACS_UL.AE_UB007.SD_UB007       000000 off
03:56:47:105 CMD DBGM     - 505 AE_UB006 0.00.00 - ETAC_Upp.ETACS_UL.AE_UB006       000000 off
03:56:47:105 CMD DBGM     - 506 DT_UB006 0.00.00 - ETACS_UL.AE_UB006.DT_UB006       000000 off
03:56:47:105 CMD DBGM     - 507 SD_UB006 0.00.00 - ETACS_UL.AE_UB006.SD_UB006       000000 off
03:56:47:105 CMD DBGM     - 508 AE_UB005 0.00.00 - ETAC_Upp.ETACS_UL.AE_UB005       000000 off
03:56:47:105 CMD DBGM     - 509 DT_UB005 0.00.00 - ETACS_UL.AE_UB005.DT_UB005       000000 off
03:56:47:105 CMD DBGM     - 510 SD_UB005 0.00.00 - ETACS_UL.AE_UB005.SD_UB005       000000 off
03:56:47:105 CMD DBGM     - 511 AE_UB004 0.00.00 - ETAC_Upp.ETACS_UL.AE_UB004       000000 off
03:56:47:105 CMD DBGM     - 512 DT_UB004 0.00.00 - ETACS_UL.AE_UB004.DT_UB004       000000 off
03:56:47:105 CMD DBGM     - 513 SD_UB004 0.00.00 - ETACS_UL.AE_UB004.SD_UB004       000000 off
03:56:47:105 CMD DBGM     - 514 AE_UB003 0.00.00 - ETAC_Upp.ETACS_UL.AE_UB003       000000 off
03:56:47:105 CMD DBGM     - 515 DT_UB003 0.00.00 - ETACS_UL.AE_UB003.DT_UB003       000000 off
03:56:47:105 CMD DBGM     - 516 SD_UB003 0.00.00 - ETACS_UL.AE_UB003.SD_UB003       000000 off
03:56:47:105 CMD DBGM     - 517 AE_UB002 0.00.00 - ETAC_Upp.ETACS_UL.AE_UB002       000000 off
03:56:47:105 CMD DBGM     - 518 DT_UB002 0.00.00 - ETACS_UL.AE_UB002.DT_UB002       000000 off
03:56:47:105 CMD DBGM     - 519 SD_UB002 0.00.00 - ETACS_UL.AE_UB002.SD_UB002       000000 off
03:56:47:105 CMD DBGM     - 520 AE_UB001 0.00.00 - ETAC_Upp.ETACS_UL.AE_UB001       000000 off
03:56:47:105 CMD DBGM     - 521 DT_UB001 0.00.00 - ETACS_UL.AE_UB001.DT_UB001       000000 off
03:56:47:105 CMD DBGM     - 522 SD_UB001 0.00.00 - ETACS_UL.AE_UB001.SD_UB001       000000 off
03:56:47:105 CMD DBGM     - 523 UppUTurn 0.00.00 - PS1_THSy.ETAC_Upp.UppUTurn       000000 off
03:56:47:105 CMD DBGM     - 524 UPUT_001 0.00.00 - ETAC_Upp.UppUTurn.UPUT_001       000000 off
03:56:47:105 CMD DBGM     - 525 MotorUU1 0.00.00 - UppUTurn.UPUT_001.MotorUU1       000000 off
03:56:47:105 CMD DBGM     - 526 AE_UU001 0.00.00 - UppUTurn.UPUT_001.AE_UU001       000000 off
03:56:47:105 CMD DBGM     - 527 DT_UU001 0.00.00 - UPUT_001.AE_UU001.DT_UU001       000000 off
03:56:47:105 CMD DBGM     - 528 UPUT_002 0.00.00 - ETAC_Upp.UppUTurn.UPUT_002       000000 off
03:56:47:105 CMD DBGM     - 529 MotorUU2 0.00.00 - UppUTurn.UPUT_002.MotorUU2       000000 off
03:56:47:105 CMD DBGM     - 530 AE_UU002 0.00.00 - UppUTurn.UPUT_002.AE_UU002       000000 off
03:56:47:105 CMD DBGM     - 531 DT_UU002 0.00.00 - UPUT_002.AE_UU002.DT_UU002       000000 off
03:56:47:105 CMD DBGM     - 532 ETAC_Low 0.00.00 - PS1_THSy.ETAC_Low                000000 off
03:56:47:105 CMD DBGM     - 533 ETACS_LR 0.00.00 - PS1_THSy.ETAC_Low.ETACS_LR       000000 off
03:56:47:105 CMD DBGM     - 534 Motor003 0.00.00 - ETAC_Low.ETACS_LR.Motor003       000000 off
03:56:47:105 CMD DBGM     - 535 AE_LF001 0.00.00 - ETAC_Low.ETACS_LR.AE_LF001       000000 off
03:56:47:105 CMD DBGM     - 536 DT_LF001 0.00.00 - ETACS_LR.AE_LF001.DT_LF001       000000 off
03:56:47:105 CMD DBGM     - 537 SD_LF001 0.00.00 - ETACS_LR.AE_LF001.SD_LF001       000000 off
03:56:47:105 CMD DBGM     - 538 AE_LF002 0.00.00 - ETAC_Low.ETACS_LR.AE_LF002       000000 off
03:56:47:105 CMD DBGM     - 539 DT_LF002 0.00.00 - ETACS_LR.AE_LF002.DT_LF002       000000 off
03:56:47:105 CMD DBGM     - 540 SD_LF002 0.00.00 - ETACS_LR.AE_LF002.SD_LF002       000000 off
03:56:47:105 CMD DBGM     - 541 AE_LF003 0.00.00 - ETAC_Low.ETACS_LR.AE_LF003       000000 off
03:56:47:105 CMD DBGM     - 542 DT_LF003 0.00.00 - ETACS_LR.AE_LF003.DT_LF003       000000 off
03:56:47:105 CMD DBGM     - 543 SD_LF003 0.00.00 - ETACS_LR.AE_LF003.SD_LF003       000000 off
03:56:47:105 CMD DBGM     - 544 AE_LF004 0.00.00 - ETAC_Low.ETACS_LR.AE_LF004       000000 off
03:56:47:105 CMD DBGM     - 545 DT_LF004 0.00.00 - ETACS_LR.AE_LF004.DT_LF004       000000 off
03:56:47:105 CMD DBGM     - 546 SD_LF004 0.00.00 - ETACS_LR.AE_LF004.SD_LF004       000000 off
03:56:47:105 CMD DBGM     - 547 AE_LF005 0.00.00 - ETAC_Low.ETACS_LR.AE_LF005       000000 off
03:56:47:105 CMD DBGM     - 548 DT_LF005 0.00.00 - ETACS_LR.AE_LF005.DT_LF005       000000 off
03:56:47:105 CMD DBGM     - 549 SD_LF005 0.00.00 - ETACS_LR.AE_LF005.SD_LF005       000000 off
03:56:47:105 CMD DBGM     - 550 AE_LF006 0.00.00 - ETAC_Low.ETACS_LR.AE_LF006       000000 off
03:56:47:105 CMD DBGM     - 551 DT_LF006 0.00.00 - ETACS_LR.AE_LF006.DT_LF006       000000 off
03:56:47:105 CMD DBGM     - 552 SD_LF006 0.00.00 - ETACS_LR.AE_LF006.SD_LF006       000000 off
03:56:47:105 CMD DBGM     - 553 AE_LF007 0.00.00 - ETAC_Low.ETACS_LR.AE_LF007       000000 off
03:56:47:105 CMD DBGM     - 554 DT_LF007 0.00.00 - ETACS_LR.AE_LF007.DT_LF007       000000 off
03:56:47:105 CMD DBGM     - 555 SD_LF007 0.00.00 - ETACS_LR.AE_LF007.SD_LF007       000000 off
03:56:47:105 CMD DBGM     - 556 AE_LF008 0.00.00 - ETAC_Low.ETACS_LR.AE_LF008       000000 off
03:56:47:105 CMD DBGM     - 557 DT_LF008 0.00.00 - ETACS_LR.AE_LF008.DT_LF008       000000 off
03:56:47:105 CMD DBGM     - 558 SD_LF008 0.00.00 - ETACS_LR.AE_LF008.SD_LF008       000000 off
03:56:47:105 CMD DBGM     - 559 AE_LF009 0.00.00 - ETAC_Low.ETACS_LR.AE_LF009       000000 off
03:56:47:105 CMD DBGM     - 560 DT_LF009 0.00.00 - ETACS_LR.AE_LF009.DT_LF009       000000 off
03:56:47:105 CMD DBGM     - 561 SD_LF009 0.00.00 - ETACS_LR.AE_LF009.SD_LF009       000000 off
03:56:47:105 CMD DBGM     - 562 AE_LF010 0.00.00 - ETAC_Low.ETACS_LR.AE_LF010       000000 off
03:56:47:105 CMD DBGM     - 563 DT_LF010 0.00.00 - ETACS_LR.AE_LF010.DT_LF010       000000 off
03:56:47:105 CMD DBGM     - 564 SD_LF010 0.00.00 - ETACS_LR.AE_LF010.SD_LF010       000000 off
03:56:47:105 CMD DBGM     - 565 AE_LF011 0.00.00 - ETAC_Low.ETACS_LR.AE_LF011       000000 off
03:56:47:105 CMD DBGM     - 566 DT_LF011 0.00.00 - ETACS_LR.AE_LF011.DT_LF011       000000 off
03:56:47:105 CMD DBGM     - 567 SD_LF011 0.00.00 - ETACS_LR.AE_LF011.SD_LF011       000000 off
03:56:47:105 CMD DBGM     - 568 AE_LF012 0.00.00 - ETAC_Low.ETACS_LR.AE_LF012       000000 off
03:56:47:105 CMD DBGM     - 569 DT_LF012 0.00.00 - ETACS_LR.AE_LF012.DT_LF012       000000 off
03:56:47:105 CMD DBGM     - 570 SD_LF012 0.00.00 - ETACS_LR.AE_LF012.SD_LF012       000000 off
03:56:47:105 CMD DBGM     - 571 AE_LF013 0.00.00 - ETAC_Low.ETACS_LR.AE_LF013       000000 off
03:56:47:105 CMD DBGM     - 572 DT_LF013 0.00.00 - ETACS_LR.AE_LF013.DT_LF013       000000 off
03:56:47:105 CMD DBGM     - 573 SD_LF013 0.00.00 - ETACS_LR.AE_LF013.SD_LF013       000000 off
03:56:47:105 CMD DBGM     - 574 AE_LF014 0.00.00 - ETAC_Low.ETACS_LR.AE_LF014       000000 off
03:56:47:105 CMD DBGM     - 575 DT_LF014 0.00.00 - ETACS_LR.AE_LF014.DT_LF014       000000 off
03:56:47:105 CMD DBGM     - 576 SD_LF014 0.00.00 - ETACS_LR.AE_LF014.SD_LF014       000000 off
03:56:47:105 CMD DBGM     - 577 AE_LF015 0.00.00 - ETAC_Low.ETACS_LR.AE_LF015       000000 off
03:56:47:105 CMD DBGM     - 578 DT_LF015 0.00.00 - ETACS_LR.AE_LF015.DT_LF015       000000 off
03:56:47:105 CMD DBGM     - 579 SD_LF015 0.00.00 - ETACS_LR.AE_LF015.SD_LF015       000000 off
03:56:47:105 CMD DBGM     - 580 AE_LF016 0.00.00 - ETAC_Low.ETACS_LR.AE_LF016       000000 off
03:56:47:105 CMD DBGM     - 581 DT_LF016 0.00.00 - ETACS_LR.AE_LF016.DT_LF016       000000 off
03:56:47:105 CMD DBGM     - 582 SD_LF016 0.00.00 - ETACS_LR.AE_LF016.SD_LF016       000000 off
03:56:47:105 CMD DBGM     - 583 AE_LF017 0.00.00 - ETAC_Low.ETACS_LR.AE_LF017       000000 off
03:56:47:105 CMD DBGM     - 584 DT_LF017 0.00.00 - ETACS_LR.AE_LF017.DT_LF017       000000 off
03:56:47:105 CMD DBGM     - 585 SD_LF017 0.00.00 - ETACS_LR.AE_LF017.SD_LF017       000000 off
03:56:47:105 CMD DBGM     - 586 AE_LF018 0.00.00 - ETAC_Low.ETACS_LR.AE_LF018       000000 off
03:56:47:105 CMD DBGM     - 587 DT_LF018 0.00.00 - ETACS_LR.AE_LF018.DT_LF018       000000 off
03:56:47:105 CMD DBGM     - 588 SD_LF018 0.00.00 - ETACS_LR.AE_LF018.SD_LF018       000000 off
03:56:47:105 CMD DBGM     - 589 AE_LF019 0.00.00 - ETAC_Low.ETACS_LR.AE_LF019       000000 off
03:56:47:105 CMD DBGM     - 590 DT_LF019 0.00.00 - ETACS_LR.AE_LF019.DT_LF019       000000 off
03:56:47:105 CMD DBGM     - 591 SD_LF019 0.00.00 - ETACS_LR.AE_LF019.SD_LF019       000000 off
03:56:47:105 CMD DBGM     - 592 AE_LF020 0.00.00 - ETAC_Low.ETACS_LR.AE_LF020       000000 off
03:56:47:105 CMD DBGM     - 593 DT_LF020 0.00.00 - ETACS_LR.AE_LF020.DT_LF020       000000 off
03:56:47:105 CMD DBGM     - 594 SD_LF020 0.00.00 - ETACS_LR.AE_LF020.SD_LF020       000000 off
03:56:47:105 CMD DBGM     - 595 AE_LF021 0.00.00 - ETAC_Low.ETACS_LR.AE_LF021       000000 off
03:56:47:105 CMD DBGM     - 596 DT_LF021 0.00.00 - ETACS_LR.AE_LF021.DT_LF021       000000 off
03:56:47:105 CMD DBGM     - 597 SD_LF021 0.00.00 - ETACS_LR.AE_LF021.SD_LF021       000000 off
03:56:47:105 CMD DBGM     - 598 AE_LF022 0.00.00 - ETAC_Low.ETACS_LR.AE_LF022       000000 off
03:56:47:105 CMD DBGM     - 599 DT_LF022 0.00.00 - ETACS_LR.AE_LF022.DT_LF022       000000 off
03:56:47:105 CMD DBGM     - 600 SD_LF022 0.00.00 - ETACS_LR.AE_LF022.SD_LF022       000000 off
03:56:47:105 CMD DBGM     - 601 AE_LF023 0.00.00 - ETAC_Low.ETACS_LR.AE_LF023       000000 off
03:56:47:105 CMD DBGM     - 602 DT_LF023 0.00.00 - ETACS_LR.AE_LF023.DT_LF023       000000 off
03:56:47:105 CMD DBGM     - 603 SD_LF023 0.00.00 - ETACS_LR.AE_LF023.SD_LF023       000000 off
03:56:47:105 CMD DBGM     - 604 AE_LF024 0.00.00 - ETAC_Low.ETACS_LR.AE_LF024       000000 off
03:56:47:105 CMD DBGM     - 605 DT_LF024 0.00.00 - ETACS_LR.AE_LF024.DT_LF024       000000 off
03:56:47:105 CMD DBGM     - 606 SD_LF024 0.00.00 - ETACS_LR.AE_LF024.SD_LF024       000000 off
03:56:47:105 CMD DBGM     - 607 AE_LF025 0.00.00 - ETAC_Low.ETACS_LR.AE_LF025       000000 off
03:56:47:105 CMD DBGM     - 608 DT_LF025 0.00.00 - ETACS_LR.AE_LF025.DT_LF025       000000 off
03:56:47:105 CMD DBGM     - 609 SD_LF025 0.00.00 - ETACS_LR.AE_LF025.SD_LF025       000000 off
03:56:47:105 CMD DBGM     - 610 AE_LF026 0.00.00 - ETAC_Low.ETACS_LR.AE_LF026       000000 off
03:56:47:105 CMD DBGM     - 611 DT_LF026 0.00.00 - ETACS_LR.AE_LF026.DT_LF026       000000 off
03:56:47:105 CMD DBGM     - 612 SD_LF026 0.00.00 - ETACS_LR.AE_LF026.SD_LF026       000000 off
03:56:47:105 CMD DBGM     - 613 AE_LF027 0.00.00 - ETAC_Low.ETACS_LR.AE_LF027       000000 off
03:56:47:105 CMD DBGM     - 614 DT_LF027 0.00.00 - ETACS_LR.AE_LF027.DT_LF027       000000 off
03:56:47:105 CMD DBGM     - 615 SD_LF027 0.00.00 - ETACS_LR.AE_LF027.SD_LF027       000000 off
03:56:47:106 CMD DBGM     - 616 AE_LF028 0.00.00 - ETAC_Low.ETACS_LR.AE_LF028       000000 off
03:56:47:106 CMD DBGM     - 617 DT_LF028 0.00.00 - ETACS_LR.AE_LF028.DT_LF028       000000 off
03:56:47:106 CMD DBGM     - 618 SD_LF028 0.00.00 - ETACS_LR.AE_LF028.SD_LF028       000000 off
03:56:47:106 CMD DBGM     - 619 AE_LF029 0.00.00 - ETAC_Low.ETACS_LR.AE_LF029       000000 off
03:56:47:106 CMD DBGM     - 620 DT_LF029 0.00.00 - ETACS_LR.AE_LF029.DT_LF029       000000 off
03:56:47:106 CMD DBGM     - 621 SD_LF029 0.00.00 - ETACS_LR.AE_LF029.SD_LF029       000000 off
03:56:47:106 CMD DBGM     - 622 AE_LF030 0.00.00 - ETAC_Low.ETACS_LR.AE_LF030       000000 off
03:56:47:106 CMD DBGM     - 623 DT_LF030 0.00.00 - ETACS_LR.AE_LF030.DT_LF030       000000 off
03:56:47:106 CMD DBGM     - 624 SD_LF030 0.00.00 - ETACS_LR.AE_LF030.SD_LF030       000000 off
03:56:47:106 CMD DBGM     - 625 AE_LF031 0.00.00 - ETAC_Low.ETACS_LR.AE_LF031       000000 off
03:56:47:106 CMD DBGM     - 626 DT_LF031 0.00.00 - ETACS_LR.AE_LF031.DT_LF031       000000 off
03:56:47:106 CMD DBGM     - 627 SD_LF031 0.00.00 - ETACS_LR.AE_LF031.SD_LF031       000000 off
03:56:47:106 CMD DBGM     - 628 AE_LF032 0.00.00 - ETAC_Low.ETACS_LR.AE_LF032       000000 off
03:56:47:106 CMD DBGM     - 629 DT_LF032 0.00.00 - ETACS_LR.AE_LF032.DT_LF032       000000 off
03:56:47:106 CMD DBGM     - 630 SD_LF032 0.00.00 - ETACS_LR.AE_LF032.SD_LF032       000000 off
03:56:47:106 CMD DBGM     - 631 AE_LF033 0.00.00 - ETAC_Low.ETACS_LR.AE_LF033       000000 off
03:56:47:106 CMD DBGM     - 632 DT_LF033 0.00.00 - ETACS_LR.AE_LF033.DT_LF033       000000 off
03:56:47:106 CMD DBGM     - 633 SD_LF033 0.00.00 - ETACS_LR.AE_LF033.SD_LF033       000000 off
03:56:47:106 CMD DBGM     - 634 AE_LF034 0.00.00 - ETAC_Low.ETACS_LR.AE_LF034       000000 off
03:56:47:106 CMD DBGM     - 635 DT_LF034 0.00.00 - ETACS_LR.AE_LF034.DT_LF034       000000 off
03:56:47:106 CMD DBGM     - 636 SD_LF034 0.00.00 - ETACS_LR.AE_LF034.SD_LF034       000000 off
03:56:47:106 CMD DBGM     - 637 AE_LF035 0.00.00 - ETAC_Low.ETACS_LR.AE_LF035       000000 off
03:56:47:106 CMD DBGM     - 638 DT_LF035 0.00.00 - ETACS_LR.AE_LF035.DT_LF035       000000 off
03:56:47:106 CMD DBGM     - 639 SD_LF035 0.00.00 - ETACS_LR.AE_LF035.SD_LF035       000000 off
03:56:47:106 CMD DBGM     - 640 AE_LF036 0.00.00 - ETAC_Low.ETACS_LR.AE_LF036       000000 off
03:56:47:106 CMD DBGM     - 641 DT_LF036 0.00.00 - ETACS_LR.AE_LF036.DT_LF036       000000 off
03:56:47:106 CMD DBGM     - 642 SD_LF036 0.00.00 - ETACS_LR.AE_LF036.SD_LF036       000000 off
03:56:47:106 CMD DBGM     - 643 AE_LF037 0.00.00 - ETAC_Low.ETACS_LR.AE_LF037       000000 off
03:56:47:106 CMD DBGM     - 644 DT_LF037 0.00.00 - ETACS_LR.AE_LF037.DT_LF037       000000 off
03:56:47:106 CMD DBGM     - 645 SD_LF037 0.00.00 - ETACS_LR.AE_LF037.SD_LF037       000000 off
03:56:47:106 CMD DBGM     - 646 AE_LF038 0.00.00 - ETAC_Low.ETACS_LR.AE_LF038       000000 off
03:56:47:106 CMD DBGM     - 647 DT_LF038 0.00.00 - ETACS_LR.AE_LF038.DT_LF038       000000 off
03:56:47:106 CMD DBGM     - 648 SD_LF038 0.00.00 - ETACS_LR.AE_LF038.SD_LF038       000000 off
03:56:47:106 CMD DBGM     - 649 AE_LF039 0.00.00 - ETAC_Low.ETACS_LR.AE_LF039       000000 off
03:56:47:106 CMD DBGM     - 650 DT_LF039 0.00.00 - ETACS_LR.AE_LF039.DT_LF039       000000 off
03:56:47:106 CMD DBGM     - 651 SD_LF039 0.00.00 - ETACS_LR.AE_LF039.SD_LF039       000000 off
03:56:47:106 CMD DBGM     - 652 AE_LF040 0.00.00 - ETAC_Low.ETACS_LR.AE_LF040       000000 off
03:56:47:106 CMD DBGM     - 653 DT_LF040 0.00.00 - ETACS_LR.AE_LF040.DT_LF040       000000 off
03:56:47:106 CMD DBGM     - 654 SD_LF040 0.00.00 - ETACS_LR.AE_LF040.SD_LF040       000000 off
03:56:47:106 CMD DBGM     - 655 AE_LF041 0.00.00 - ETAC_Low.ETACS_LR.AE_LF041       000000 off
03:56:47:106 CMD DBGM     - 656 DT_LF041 0.00.00 - ETACS_LR.AE_LF041.DT_LF041       000000 off
03:56:47:106 CMD DBGM     - 657 SD_LF041 0.00.00 - ETACS_LR.AE_LF041.SD_LF041       000000 off
03:56:47:106 CMD DBGM     - 658 AE_LF042 0.00.00 - ETAC_Low.ETACS_LR.AE_LF042       000000 off
03:56:47:106 CMD DBGM     - 659 DT_LF042 0.00.00 - ETACS_LR.AE_LF042.DT_LF042       000000 off
03:56:47:106 CMD DBGM     - 660 SD_LF042 0.00.00 - ETACS_LR.AE_LF042.SD_LF042       000000 off
03:56:47:106 CMD DBGM     - 661 AE_LF043 0.00.00 - ETAC_Low.ETACS_LR.AE_LF043       000000 off
--- ClientDBGM --- 243 traces non recues
03:56:47:108 CMD DBGM     - 905 SD_LB034 0.00.00 - ETACS_LL.AE_LB034.SD_LB034       000000 off
03:56:47:108 CMD DBGM     - 906 AE_LB033 0.00.00 - ETAC_Low.ETACS_LL.AE_LB033       000000 off
03:56:47:108 CMD DBGM     - 907 DT_LB033 0.00.00 - ETACS_LL.AE_LB033.DT_LB033       000000 off
03:56:47:108 CMD DBGM     - 908 SD_LB033 0.00.00 - ETACS_LL.AE_LB033.SD_LB033       000000 off
03:56:47:108 CMD DBGM     - 909 AE_LB032 0.00.00 - ETAC_Low.ETACS_LL.AE_LB032       000000 off
03:56:47:108 CMD DBGM     - 910 DT_LB032 0.00.00 - ETACS_LL.AE_LB032.DT_LB032       000000 off
03:56:47:108 CMD DBGM     - 911 SD_LB032 0.00.00 - ETACS_LL.AE_LB032.SD_LB032       000000 off
03:56:47:108 CMD DBGM     - 912 AE_LB031 0.00.00 - ETAC_Low.ETACS_LL.AE_LB031       000000 off
03:56:47:108 CMD DBGM     - 913 DT_LB031 0.00.00 - ETACS_LL.AE_LB031.DT_LB031       000000 off
03:56:47:108 CMD DBGM     - 914 SD_LB031 0.00.00 - ETACS_LL.AE_LB031.SD_LB031       000000 off
03:56:47:108 CMD DBGM     - 915 AE_LB030 0.00.00 - ETAC_Low.ETACS_LL.AE_LB030       000000 off
03:56:47:108 CMD DBGM     - 916 DT_LB030 0.00.00 - ETACS_LL.AE_LB030.DT_LB030       000000 off
03:56:47:108 CMD DBGM     - 917 SD_LB030 0.00.00 - ETACS_LL.AE_LB030.SD_LB030       000000 off
03:56:47:108 CMD DBGM     - 918 AE_LB029 0.00.00 - ETAC_Low.ETACS_LL.AE_LB029       000000 off
03:56:47:108 CMD DBGM     - 919 DT_LB029 0.00.00 - ETACS_LL.AE_LB029.DT_LB029       000000 off
03:56:47:108 CMD DBGM     - 920 SD_LB029 0.00.00 - ETACS_LL.AE_LB029.SD_LB029       000000 off
03:56:47:108 CMD DBGM     - 921 AE_LB028 0.00.00 - ETAC_Low.ETACS_LL.AE_LB028       000000 off
03:56:47:108 CMD DBGM     - 922 DT_LB028 0.00.00 - ETACS_LL.AE_LB028.DT_LB028       000000 off
03:56:47:108 CMD DBGM     - 923 SD_LB028 0.00.00 - ETACS_LL.AE_LB028.SD_LB028       000000 off
03:56:47:108 CMD DBGM     - 924 AE_LB027 0.00.00 - ETAC_Low.ETACS_LL.AE_LB027       000000 off
